Titulo;Data de inicio;Data de fim;Data publicacao;Local
Despacho com Secretários de Governo – Edson Aparecido, Subprefeituras – Alexandre Modonezi, Casa Civil – Fabricio Cobra, Educação – Fernando Padula, Fazenda – Ricardo Torres, Saúde – Luiz Carlos Zamarco, Comunicação – Marcello D’Angelo, Secretário Executivo do Gabinete do Prefeito – Diogo Soares, Chefe de Imprensa do Prefeito – Flavio Freire e Chefe de Gabinete do Prefeito – Vitor Sampaio;2023/04/27 16:30:00 GMT-3;2023/04/27 16:30:00 GMT-3;2023-04-26T21:10:34-03:00;Local: Gabinete do Prefeito
Reunião com Secretário de Turismo – Rodolfo Marinho e Presidente da Mais – Carlos Col;2023/04/27 14:30:00 GMT-3;2023/04/27 14:30:00 GMT-3;2023-04-26T21:07:12-03:00;Local: Gabinete do Prefeito
Visita às Obras do Parque Ceret com Secretário de Esportes e Lazer – Cacá Vianna e Subprefeito de Aricanduva – Rafael Martinez;2023/04/27 10:05:00 GMT-3;2023/04/27 10:05:00 GMT-3;2023-04-26T21:04:10-03:00;Local: Rua Canuto Abreu, 41 – Anália Franco 
Visita à Horta Escola Infantil “Alfredo Vendrame e Vanderlei” com Secretário de Educação – Fernando Padula, Secretário de Desenvolvimento Econômico e Trabalho – em exercício – Armando Junior e Subprefeito de Aricanduva – Rafael Martinez;2023/04/27 09:00:00 GMT-3;2023/04/27 09:00:00 GMT-3;2023-04-26T21:27:00-03:00;Local: Rua Felisbela Gonçalves, 40 - Jd. Anália Franco
Turnê Menos é Mais e Batismo de Fogo - Padre Marcelo Rossi  ;2023/04/26 20:00:00 GMT-3;2023/04/26 20:00:00 GMT-3;2023-04-26T17:48:09-03:00;Local: Avenida Paulista, 2073
Reunião com Diretor Ilumina SP – Marcelo Rodrigues, Diretor Relações Institucionais – ENEL - Marcos Mesquita, Secretários de Governo – Edson Aparecido, Subprefeituras – Alexandre Modonezi, Casa Civil – Fabrício Cobra, Adjunto de Segurança Urbana – Alcides Fagotti, Diretor-Presidente – SP Regula – João Manoel, Subprefeito Sé – Alvaro Batista Camilo, Mauricio Nastari – Gerente de Iluminação Pública – SP Regula  ;2023/04/26 17:00:00 GMT-3;2023/04/26 17:00:00 GMT-3;2023-04-25T20:57:33-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Edson Aparecido, Gestão – Marcela Arruda, Casa Civil – Fabrício Cobra e Fazenda – Ricardo Torres  ;2023/04/26 15:00:00 GMT-3;2023/04/26 15:00:00 GMT-3;2023-04-25T20:55:43-03:00;Local: Gabinete do Prefeito
Reunião com Presidente da ONG Pão do Povo da Rua – Prof. Dr. Ricardo Frugoli, Diretor Executivo – Wesley Vidal, Administrador da ONG Pão do Povo da Rua e Ex-Morador e usuário da Cracolândia – egresso sistema carcerário – Ricardo Mendes, Chef da Padaria e Ex-Morador e usuário da Cracolândia – egresso sistema carcerário – Cristovam Rafael, Motorista e Ex-Morador e usuário da Cracolândia – egresso sistema carcerário – William dos Santos, Recepcionista do Refeitório e Ex-Moradora e usuária da Cracolândia – egresso sistema carcerário – Claudia Oliveira Santos, Ex-Moradora e usuária da Cracolândia – egresso sistema carcerário – Jessica Monteiro, Secretária de Direitos Humanos e Cidadania – Soninha Francine, Chefe de Gabinete de Assistência e Desenvolvimento Social – Ciça Santos e Coordenadora de Gestão do Sistema Único de Assistência Social - (Gsuas) - Regina Alves ;2023/04/26 11:00:00 GMT-3;2023/04/26 11:00:00 GMT-3;2023-04-25T20:53:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Edson Aparecido, , Fazenda – Ricardo Torres , Adjunto de Governo – Clodoaldo Pelissioni e Secretário Executivo de Desestatização e Parcerias – Paulo Gali (SEDEP/SGM);2023/04/26 08:30:00 GMT-3;2023/04/26 08:30:00 GMT-3;2023-04-25T20:51:38-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo por Skype para programa GloboNews Em Ponto (SECOM);2023/04/26 07:45:00 GMT-3;2023/04/26 07:45:00 GMT-3;2023-04-25T20:48:53-03:00;Local: Gabinete do Prefeito
Despacho com chefe de gabinete - Vítor Sampaio;2023/04/25 19:30:00 GMT-3;2023/04/25 19:30:00 GMT-3;2023-04-25T18:32:36-03:00;Local: gabinete do prefeito
Despacho com Secretário da Fazenda - Ricardo Torres, Diretor-Presidente de SP Obras - Taka Yamauchi, e Secretário Adjunto (SGM) - Clodoaldo Pelissioni;2023/04/25 18:30:00 GMT-3;2023/04/25 18:30:00 GMT-3;2023-04-25T18:29:44-03:00;Local: gabinete do prefeito
Despacho com Secretário de Habitação - João Farias;2023/04/25 18:00:00 GMT-3;2023/04/25 18:00:00 GMT-3;2023-04-25T14:26:37-03:00;Local: Gabinete do Prefeito
Anúncio do Início de Obras de Duplicação do Viaduto Ivan da Costa Rodrigues e Requalificação da Praça João Beiçola da Silva com Secretário de Subprefeituras – Alexandre Modonezi, Secretária Adjunta Infraestrutura Urbana e Obras - Adriana Siano Boggio Biazzi, Diretor-Presidente de SPObras – Taka Yamauchi e Subprefeito da Capela do Socorro – Claudio Schefer;2023/04/25 15:25:00 GMT-3;2023/04/25 15:25:00 GMT-3;2023-04-24T23:52:00-03:00;Local: Praça João Beiçola da Silva
Inauguração do CELP - Centro de Estudos de Línguas Paulistano e Visita às Obras de Reforma do CEU Cidade Dutra com Secretários de Educação – Fernando Padula, Relações Internacionais – Marta Suplicy, Secretária Adjunta Infraestrutura Urbana e Obras - Adriana Siano Boggio Biazzi e Diretor-Presidente de SPObras – Taka Yamauchi;2023/04/25 13:30:00 GMT-3;2023/04/25 13:30:00 GMT-3;2023-04-24T23:49:00-03:00;Local: Av. Interlagos, 7350
Despacho com Secretário de Comunicação – Marcello D’Angelo e Chefe de Imprensa do Prefeito – Flávio Freire;2023/04/25 11:00:00 GMT-3;2023/04/25 11:00:00 GMT-3;2023-04-24T23:41:59-03:00;Local: Gabinete do Prefeito
Reunião com Padre Zacarias, Padre Marcelo Carlos da Silva, Padre Antônio Jackson Alcantra Frota, Advogado – Dr. João Pantaleão, Secretário Executivo de Relações Institucionais – Enrico Misasi, Secretário Executivo Adjunto de Governo - Edsom Ortega, Chefe de Gabinete de Assistência e Desenvolvimento Social – Ciça Santos e Coordenadora de Gestão do Sistema Único de Assistência Social (Gsuas) - Regina Alves;2023/04/25 10:00:00 GMT-3;2023/04/25 10:00:00 GMT-3;2023-04-24T23:39:00-03:00;Local: Gabinete do Prefeito
Reunião com Vice-Presidente da RedeTV! - Marcelo de Carvalho, Diretor comercial da RedeTV! – Luiz Alberto de Campos, Head Comercial e Marketing – Amilcare Dallevo Neto, Secretário de Comunicação - Marcello D’ Ângelo e Chefe de Imprensa do Prefeito - Flávio Freire;2023/04/25 09:00:00 GMT-3;2023/04/25 09:00:00 GMT-3;2023-04-24T23:34:00-03:00;Local: Gabinete do Prefeito
Jantar de Boas-Vindas ao Comandante designado para o 8º Distrito Naval;2023/04/24 21:00:00 GMT-3;2023/04/24 21:00:00 GMT-3;2023-04-24T18:36:00-03:00;Local; Av. Higienópolis, 18
Despacho com Chefe de Gabinete – Vitor Sampaio;2023/04/24 18:00:00 GMT-3;2023/04/24 18:00:00 GMT-3;2023-04-23T19:51:55-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Turismo - Rodolfo Marinho  ;2023/04/24 17:00:00 GMT-3;2023/04/24 17:00:00 GMT-3;2023-04-24T18:31:00-03:00;Local: Gabinete do Prefeito
 Reunião com Presidente da Federação dos Varejistas e Atacadistas do Brás (FEVABRAS) – Gustavo Dedivitis, Diretores – Wissan Ayach, Ely Akkari, Marcel Akari, Secretário Executivo do Gabinete do Prefeito – Fábio Lepique e Chefe de Gabinete do Prefeito – Vitor Sampaio;2023/04/24 15:00:00 GMT-3;2023/04/24 15:00:00 GMT-3;2023-04-23T19:52:44-03:00;Local: Gabinete do Prefeito
Reunião com Presidente da União Geral dos Trabalhadores (UGT) – Ricardo Patah, Presidente do Sindicato dos Trabalhadores de Asseio e Conservação do Estado de SP – André Santos Filho, Secretário Adjunto do Setor de Urbanitário da UGT – Washington dos Santos, Secretário de Mobilidade Trânsito – Ricardo Teixeira, Secretário de Governo – Edson Aparecido e Secretário Adjunto de Desenvolvimento e Trabalho – Armando de Almeida Pinto Junior;2023/04/24 12:30:00 GMT-3;2023/04/24 12:30:00 GMT-3;2023-04-23T19:51:23-03:00;Local: Gabinete do Prefeito
Coletiva de Imprensa para Balanço do Plano de Metas da Prefeitura de São Paulo;2023/04/24 11:00:00 GMT-3;2023/04/24 11:00:00 GMT-3;2023-04-23T19:50:28-03:00;Local: Gabinete do Prefeito - Auditório do 6º andar
Reunião com Secretário de Mobilidade e Trânsito – Ricardo Teixeira, Secretário Adjunto de Mobilidade Celso Barbosa, Presidente CET Jair Souza Dias, Superintendente CET - Luís Fernando Idevido, Secretário Nacional de Trânsito – Adrualdo Catão, Gilberto Almeida Gil Presidente do Sindicato dos Motoboys e Motos entregadores de São Paulo, Secretário Executivo de Relações Institucionais – Enrico Misasi e Chefe de Gabinete do Prefeito – Vitor Sampaio;2023/04/24 10:00:00 GMT-3;2023/04/24 10:00:00 GMT-3;2023-04-23T19:50:11-03:00;Local: Gabinete do Prefeito
Reunião com VP Rock World/The Town – Roberta Medina Videoconferência), Office Manager – Ana Saad Videoconferência), fundador e CEO Gerando Falcões – Edu Lyra Videoconferência), Diretora de Tecnologias Sociais Gerando Falcões – Nina Rentel (Videoconferência), Secretário de Governo – Edson Aparecido, Habitação – João Farias, Subprefeituras – Alexandre Modonezi, Diretor-Presidente SPTuris – Gustavo Pires e Chefe de Gabinete do Prefeito – Vitor Sampaio ;2023/04/24 09:00:00 GMT-3;2023/04/24 09:00:00 GMT-3;2023-04-23T19:41:23-03:00;Local: Gabinete do Prefeito – Videoconferência
Entrevista para Rádio Novabrasil FM ao vivo com Heródoto Barbeiro (SECOM);2023/04/24 08:00:00 GMT-3;2023/04/24 08:00:00 GMT-3;2023-04-23T19:38:51-03:00;Local: Estúdio da Rádio Novabrasil FM – Rua Major Quedinho, 90 – Centro 
Culto de Líderes na Conferência Apostólica de São Paulo, "A Unção para Vencer";2023/04/21 19:00:00 GMT-3;2023/04/21 19:00:00 GMT-3;2023-04-20T20:01:14-03:00;Local: Espaço de Eventos da Polícia Militar, Salão Barro Branco - Av. Tenente Julho Prado Neves, 1.155, Tremembé
Conferência Internacional Mulheres + Que Vencedoras;2023/04/21 10:40:00 GMT-3;2023/04/21 10:40:00 GMT-3;2023-04-20T19:58:56-03:00;Local: Renascer Arena - Avenida Presidente Castelo Branco, 1.866
Celebração do Eid Al Fitr – “Comemoração pelo Término do Ramadan;2023/04/21 07:55:00 GMT-3;2023/04/21 07:55:00 GMT-3;2023-04-20T19:56:08-03:00;Local: Rua Barão de Jaguará, 632 - Cambuci
Despacho com Secretário de Governo – Edson Aparecido, Subprefeituras – Alexandre Modonezi, Casa Civil – Fabrício Cobra, Educação – Fernando Padula, Fazenda – Ricardo Torres, Saúde – Luis Carlos Zamarco, Comunicação – Marcello D’Angelo, Secretário Executivo do Gabinete do Prefeito – Diogo Soares, Chefe de Imprensa do Prefeito – Flavio Freire e Chefe de Gabinete do Prefeito – Vitor Sampaio  ;2023/04/20 17:00:00 GMT-3;2023/04/20 17:00:00 GMT-3;2023-04-19T20:11:05-03:00;Local: Gabinete do Prefeito
Reunião com Presidente da Empresa Gocil – Washignton Cinel ;2023/04/20 16:30:00 GMT-3;2023/04/20 16:30:00 GMT-3;2023-04-19T20:09:32-03:00;Local: Gabinete do Prefeito
"Live Broadcast" ao vivo – Agência Estado;2023/04/20 16:00:00 GMT-3;2023/04/20 16:00:00 GMT-3;2023-04-19T20:07:40-03:00;Local: Gabinete do Prefeito
Cultura de Paz nas Escolas com Secretários de Governo – Edson Aparecido, Inovação e Tecnologia – Bruno Lima, Educação – Fernando Padula, Segurança Urbana – Elza Paulina, Comunicação – Marcello D’Angelo, Chefe de Gabinete de Imprensa do Prefeito – Flávio Freire, Secretário Executivo do Gabinete do Prefeito – Diogo Soares e Chefe de Gabinete do Prefeito – Vitor Sampaio;2023/04/20 12:45:00 GMT-3;2023/04/20 12:45:00 GMT-3;2023-04-19T20:05:35-03:00;Local: EMEF Perimetral – Avenida Hebe Camargo, 299 - Paraisópolis
Reunião com Presidente da Confederação Brasileira de Skate – Eduardo Musa, Skatista Profissional e lenda do Skate Mundial – Robert Dean Burnquist, Secretário de Esportes e Lazer – Cacá Vianna, Vereador George Hato, Assessor do Vereador – Tadeu Rogério Ferreira, Secretário Adjunto da Casa Civil - Milton Alves e Chefe de Gabinete do Prefeito – Vitor Sampaio;2023/04/20 10:00:00 GMT-3;2023/04/20 10:00:00 GMT-3;2023-04-19T20:02:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marcello D’Angelo e Chefe de Imprensa do Prefeito – Flávio Freire;2023/04/20 09:00:00 GMT-3;2023/04/20 09:00:00 GMT-3;2023-04-19T19:58:24-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete – Vitor Sampaio;2023/04/19 19:00:00 GMT-3;2023/04/19 19:00:00 GMT-3;2023-04-18T21:36:47-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Edson Aparecido, Fazenda – Ricardo Torres, Secretário Executivo do Prefeito – Diogo Soares e Chefe de Gabinete do Prefeito – Vitor Sampaio e Secretário da Casa Civil - Fabrício Cobra;2023/04/19 18:00:00 GMT-3;2023/04/19 18:00:00 GMT-3;2023-04-18T21:33:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Governo – Edson Aparecido, Secretária de Relações Internacionais – Marta Suplicy e Chefe de Gabinete do Prefeito – Vitor Sampaio;2023/04/19 16:30:00 GMT-3;2023/04/19 16:30:00 GMT-3;2023-04-18T21:30:58-03:00;Local: Gabinete do Prefeito
Reunião com Futuro Vice-Almirante do 8° Distrito Naval – Marco Antonio Ismael Trovão de Oliveira, Atual Comandante do 8º Distrito Naval – Vice-Almirante Guilherme da Silva Costa, Superintendente do Patrimônio da União em São Paulo – Denis Fabrisio Selymes, Assessor de Relações Institucionais do Comando 8º Distrito Naval - Capitão de Mar e Guerra – Ramalho Azevedo, e Guerra Ciola, Sociedade Amigo da Marinha – SOAMAR Ariovaldo Bracco Júnior , Berardino Fanganiello e Edgar Salin, Secretários de Governo – Edson Aparecido, Segurança Urbana – Elza Paulina, Gestão – Marcela Arruda, Secretário de Esportes  -  Carlos Augusto Manoel Vianna e Coordenadora de Gestão de Patrimônio (CGPATRI) – Tatiana Robles Seferjan;2023/04/19 15:30:00 GMT-3;2023/04/19 15:30:00 GMT-3;2023-04-18T21:29:00-03:00;Local: Gabinete do Prefeito
Encontro com a CEO e Cofundadora da ATOM – Carol Paiffer, Empresários do Setor de Bares Restaurantes Hotelaria, Grandes Empresários de Restaurantes, Secretários da Casa Civil – Fabrício Cobra, Subprefeituras – Alexandre Modonezi, Secretário Executivo de Relações Institucionais – Enrico Misasi (SMCC) e Secretário Executivo do Prefeito – Diogo Soares;2023/04/19 12:15:00 GMT-3;2023/04/19 12:15:00 GMT-3;2023-04-18T21:26:53-03:00;Local: Carat - Alameda Campinas, 1631
Apresentação do Botão ALERTASP com Secretários de Governo – Edson Aparecido, Educação – Fernando Padula, Inovação de Tecnologia – Bruno Lima, Segurança Urbana – Elza Paulina, Comunicação – Marcello D’Angelo e Chefe de Gabinete – Vitor Sampaio  ;2023/04/19 10:30:00 GMT-3;2023/04/19 10:30:00 GMT-3;2023-04-18T21:24:52-03:00;Local: Escola EMEF Major Sílvio Fleming - Rua Paulo de Lima Corrêia, 65 – Vila Prudente 
Reunião com Reitor da Universidade Presbiteriana Mackenzie, Dr. Marco Tullio de Castro Vasconcelos, Chefe de Gabinete do Reitor -– Marcos Nepomuceno Duarte, Pró-Reitora de Controle Acadêmico da Universidade Presbiteriana Mackenzie – Wallace Tesch Sabaini, Pró-Reitora de Graduação de Graduação – Dra. Janette Bruntein, Pró-Reitor de Pesquisa e Pós-Graduação – Felipe Chiarello de Souza Pinto, Pró-Reitor de Extensão e Cultura - Cleverson Pereira de Almeida, Pró-Reitora De Planejamento e Administração - Luiz Carlos Lemos Junior, Superintendente de Ensino a Distância – Miriam Rodrigues, Coordenador Internacional e Interinstitucional – Pedro Buck Avelino, Professor Titular da Faculdade de Direito – Gabriel Benedito Issaac Chalita, Diretor Presidente – Milton Flávio Moura, Chanceler – Robinson Grangeiro Monteiro, Secretário Municipal de Educação – Fernando Padula e Secretário Municipal Executivo de Relações Institucionais (SMCC) – Enrico Misasi;2023/04/19 08:00:00 GMT-3;2023/04/19 08:00:00 GMT-3;2023-04-18T21:22:56-03:00;Local: Universidade Presbiteriana Mackenzie (Rua da Consolação, 896)
Audiência com Presidente da República Luiz Inácio Lula da Silva, Presidente da Frente Nacional de Prefeitos (FNP) e Prefeito de Aracaju – Edvaldo Nogueira Filho;2023/04/18 09:30:00 GMT-3;2023/04/18 09:30:00 GMT-3;2023-04-17T23:57:20-03:00;Local: Palácio do Planalto – 2º andar
Entrevista para o Programa “Direto ao Ponto” da Jovem Pan  ;2023/04/17 21:30:00 GMT-3;2023/04/17 21:30:00 GMT-3;2023-04-16T22:09:09-03:00;Local: Av. Paulista, 807
Despacho com Subprefeito de Pirituba – Marcos Zerbini  ;2023/04/17 18:00:00 GMT-3;2023/04/17 18:00:00 GMT-3;2023-04-16T18:35:34-03:00;Local: Gabinete do Prefeito
Reunião com Presidente da Sara Nossa Terra e Presidente da Confederação dos Conselhos de Pastores do Brasil (CONCEPAB) – Bispo Robson Rodovalho, Bispo da SNT/SP, Erasmo Coutinho Duarte, Coordenador Político da SNT/SP – Pastor Junior e Secretário da Casa Civil – Fabricio Cobra  ;2023/04/17 16:30:00 GMT-3;2023/04/17 16:30:00 GMT-3;2023-04-16T18:33:00-03:00;Local: Gabinete do Prefeito
Reunião com Head de Políticas Públicas para Poder Executivo da Meta – Wanderley Mariz, Diretor Sênior de Políticas Públicas da Meta – Murillo Laranjeira, Secretário de Inovação e Tecnologia – Bruno Lima, Secretário da Fazenda – Ricardo Torres e Chefe de Gabinete do Prefeito – Vitor Sampaio   ;2023/04/17 15:00:00 GMT-3;2023/04/17 15:00:00 GMT-3;2023-04-16T18:30:58-03:00;Local: Gabinete do Prefeito
Reunião com Presidente Nacional do Cidadania - Roberto Freire, Deputado Federal - Alex Manente e Secretário Executivo de Segurança Alimentar e Nutricional, Abastecimento e Agricultura (SESANA/SMSUB) – Carlos Eduardo Fernandes;2023/04/17 11:30:00 GMT-3;2023/04/17 11:30:00 GMT-3;2023-04-17T14:41:19-03:00;Local: Gabinete do Prefeito
Reunião com Carlos Massa "Ratinho", Secretário de Comunicação – Marcello D’Angelo e Chefe de Gabinete do Prefeito – Vitor Sampaio   ;2023/04/17 10:30:00 GMT-3;2023/04/17 10:30:00 GMT-3;2023-04-16T18:29:08-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Governo – Edson Aparecido, Casa Civil – Fabricio Cobra, Comunicação – Marcello D’Angelo, Fazenda – Ricardo Torres, Secretário Executivo do Gabinete do Prefeito – Diogo Soares, Chefe de Imprensa do Prefeito – Flavio Freire e Chefe de Gabinete do Prefeito – Vitor Sampaio  ;2023/04/17 09:00:00 GMT-3;2023/04/17 09:00:00 GMT-3;2023-04-16T18:26:50-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo via Skype para Jornal Eldorado – Rádio Eldorado  ;2023/04/17 08:00:00 GMT-3;2023/04/17 08:00:00 GMT-3;2023-04-16T18:25:17-03:00;Local: Gabinete do Prefeito   
